 com.calorie.counter.topapp	71
 com.uddinapps.flash.alert.free	62
 com.photoeye.photoeditor	65
 com.greatagenieapps.remotesams	73
 com.XINXING.baloot	70
 info.quatinus.gestureControllerFree	39
 com.neoworkstation.addictivepong	45
 com.bulkypix.fusiontwo	38
 com.natsoinc.eyemakeuptutorial	53
 com.gamefever.slotfever2	47
 com.universityofgames.king.solitaire	85
 com.day30.squat.lite	70
 org.Criminal.BAckground.Check.App	69
 com.swiftchatapp.swiftchat	65
 com.retracks.freegame.jewelstarlegend	55
 com.androston.lovepictures	54
 com.lodgeo.android	59
 com.tinystone.klowdtv	104
 com.spacey.escape	54
 com.autonet.carkey	86
 com.wMakeMoneyFromPaidSurveys	78
 com.cell.phone.tracker.guide	66
 com.life.diary	58
 com.mangata.find.difference.italy	49
 com.gainscasino.double.diamond.wheel.slots	53
 com.benten10heatv1	38
 com.pb.picbel	38
 com.bgs.mystic	49
 com.cmcm.emoji	52
 com.kidzcorner.countriescapitals	50
 com.avermedia.camerastreamer	88
 com.hiperlife_yogaforbeginner	58
 com.ics.freecashregister	162
 com.reverse.cell.phone.lookup.pro	70
 com.autotranslationchatadvice.messagingtranslate	75
 com.nwdco.nhotelnews	59
 com.allthingsfinancial.wMakeExtraMoneyWPaidSurveys	85
 com.sndapps.burpbutton	37
 com.wMakeMoneyOnlineFree	76
 white.simplicity.babyshapes	41
 com.dsoftdeveloper.lipmakeuptutorial	59
 com.game.blocktangram	42
 com.yourekavach.child	163
 com.verrouillerapplications.protegerapps	52
 com.madovergames.BabyWitch	45
 com.Islamicringtones.songs.nasheed	32
 com.msmapp.kidsrecipeeasy	44
 com.clubbingtribe	52
 com.people.search.lookup.pro	59
 com.sicsproduction.hungrytrolls	56
 com.bubble.crush.game	54
 com.zc.bub.free	35
 com.hacklondon.notify	55
 com.al3aabna.whist	80
 com.ticket.distributors	101
 com.barrydev.happy.speed.snail.skateboard	39
 com.asianetmobiletv.asianettv	38
 com.thebusinessoft.vbuspro	60
 com.quizteen.freequiz2	65
 com.digilie.panicpump	52
60%	119
 com.wi.guiddoo.montsaintmichel	131
 quatorn.blood.pressure.bp.calculator.fingerprint.prank.free.scanner	38
 com.sndapps.catpiano	59
 com.luee.moregames	53
 com.natsoinc.koreantattoo	64
 com.gpsnavigation.adviceapps	63
 com.pattrns.toycashregister	116
 com.knkp_bellyfatburnworkout	61
 com.bestworkoutmusic.workoutsongs2015	49
 com.sadsongs.sadmelodiespiano	58
 com.msmapp.propertysearch	74
 homncypi.com.wholequran	31
 com.pop.legend.fruit.mania	34
 com.summer.LasVegasSlotCrack	45
 com.ic	89
 com.luckystudio.subwaydeadlytraps	44
 com.nlightninproduction.beyondpool3d	95
 com.omniluxtrade.allrecipes	38
 com.aglaiasoftware.donkeyollie	102
 com.masiro.model3dhomes	44
 com.smilevillage.app.memorycardvirusscanguide1	43
 bloodpressure.bpscanner.detector.fingerprint.test.meter.checking.prank	49
 com.realmax.calc	54
 com.car.racing.route66	67
 com.pozirk.matchjong	41
 go.frivil.yourself	93
 com.sonaz.music.player	37
 com.msmapp.caloriecalculator	57
 com.minutes.in.seconds	64
 com.noriapps.seven	41
 com.bloggaming.amazingspringninjakidblock	62
 com.spotoption.android.binarybooktarget	93
 com.emoji.smartkeyboard.emoticons	51
 com.family.locator.search.tip	59
 com.msmapp.reversecellphonelookup	57
 com.martinezCen.finger.lock.screen.free	48
 com.app_magofitness.layout	51
 com.conduit.app_6a7998c9653c47ba8a8a2abc2894eac8.app	96
 com.anachidramadan.chansonsramadan	69
 com.mixmics.christmas	47
 com.my.menstrual.cycle.calendar	91
 com.pocktgames.monster	65
 com.rajedev.FingerHIVSymptomsTestPrank.HIVSymptoms.EarlySymptomsOfHIV	68
 com.gizgiza.BorjikosAdventure	76
 spongeball.submarinesurfer.com	41
 com.dcb.masterrace.rc	71
 com.luckmobile.housedesign3d	47
 com.babyphonemobile	121
 com.ExaltedGuy.AceofSpace	54
 com.PongItGrafid.PongIt	34
 freec.thesocialcallvideo	34
 apps.fortuneappsdev.carkeysimulatorfunnyprank	60
 com.kartal.simulaoru	64
 com.cutekidphotostickers.cutekidphotoframes	90
 de.gymwatch.android	127
 com.beansprites.plasticsurgerysimulator	56
 com.martinezCen.FreeCarKey.carkeywithsound	70
 com.gobo.wallpapers	62
 com.ics.creditcardmachine	184
 com.taleswithgigi.talesWithGigiUsa	46
 bloodpressure.detector.fingerprint.test.scanner.pressure.meter.checking.prank	35
 com.brokedevs.raccoonraid	55
 com.msmapp.mobilenumbertrackertips	47
 com.outofboxapps.game.android	55
 com.gofindit.paris.leroyalmonceau	82
 com.bloggaming.firefightersimulatortruck	72
 com.funnyringtones.hilariousringtones.bestsmssounds	61
 com.msmapp.breastfeedingtips	57
 com.HelloWorld.SteamShooter	38
 com.frozen4games.android.cars.traffic.city	58
 com.karlobencic.memehunt	44
 com.cardsapp.android	44
 com.pedometer.step.app	70
 com.egameapps.prosperity	62
 com.thesilentdark.gua	81
 app.mobospil.pirateslostislandrun	36
 com.gogps.gogps	70
 com.org.unicornbloodfart	57
 com.filetransfersoverwifi.productionadvise	60
 com.my.address.book.guide	64
 com.blacks.imin	49
 com.dailyyoga.inc	94
 com.pixiro.TinyNinjaJump	106
 de.chefkochbuch.vegetarischerezepte	73
40%	98
 com.south.beach.diet.free	56
 com.makeup.startupstudiomediasoft	64
 apps.fortuneappsdev.photoeditorphotoeffects	53
 com.parent.and.baby.YourFutureBaby	30
 com.Criminal.Check.Backgrounds	69
 com.maysalward.Dominoes	50
 com.zeshanmomin.BusinessTycoon	73
 com.uplike	100
 com.sndapps.hungrysanta	54
 com.moondiamond9.dinosaurgames	49
 com.pvella.trollman	31
 air.com.ggy.princessmessyroom	68
 com.razmobi.sprintcargame3d	72
 com.msmapp.quitsmoking	54
 com.zintear.photoretouchskinquickguide	40
 air.com.mobilestudio.soldier.on.duty	45
 com.BadIntegral.MunchRace	49
 com.app.vsound	32
 com.ktcccp.cakerecipe	39
 com.msmapp.cellphonelookup	51
 com.oppous.playfan	188
 com.gamers3d.mydreamhousedecor	47
 air.com.ggy.thecuteponycares	42
 com.digital.play.fun	51
 com.blood.pressure.monitor.pro	77
 com.blood.sugar.test.premium	91
 fr.kamillo.dev.callernametalker	49
 com.allbuy.android	79
 com.HighlineStudio.LeagueOfGuessing	70
 com.awesomeracers.deathvalley	39
 com.gravitysoftware.religionsimulator	204
 com.sndapps.catsounds	52
 in.fulldive.shell	82
 org.sevenclicks.app	75
 com.whitepages.searchpro	57
 com.Smoothdrive	82
 com.gainscasino.flaming.hot.seven.slots.jackpot	44
 com.sitseducators.cppprogrammingfactsfree	78
 com.actionfx	41
 com.wwisertoto231	42
 com.flg.pirun	66
 com.pocktgames.fruitcatcherfun	45
 curso.ingles.portugues	73
 cz.augustus.android	52
 com.msmapp.app7minuteworkout	50
 pt.s3solutions.phone	77
 com.mobiland.memory.cleaner.and.speed.booster	61
 com.bodytemperature.thermometer.fingerprint	51
 apps.fortuneappsdev.funnyfacechangerfacemaker	71
 com.fanswerin.tnbhcfree	62
 com.winjit.crackerboom	34
 com.hiperlife_learnsignlanguage	72
 com.ovulation.tracker.best	43
 com.noxus.mateandroid	183
 com.step.counter.best2015	78
 fast.battery.charger	66
 com.commalite.jewelsfrenzy	59
 com.labsterzz.english_tests	46
 com.auphadevelop.threedhomeplans	31
 com.dreampia.blockpang	38
 com.connecteasy.booster3	41
 com.muthudayalan.sudoku	51
 ch.gordan.cathieapp1demo	52
 com.globalegrow.app.sammydress	154
 com.ReeferNation.FreeRedPipeSmokingWeed	159
 com.playr.videoplayer	45
 com.luckmobile.cakedecor	54
 air.com.raketu.rakem	55
 apps.fortuneappsdev.birthdayremindercalender	56
 buku.now	67
 com.mobisys.android.babysidekick	134
 com.four.lanesurfer	33
 com.phoenix.CrazyPianoTiles	61
 se.filip.lettingGo	78
 mobi.playandlearn.spanish	75
 com.hiperlife_dailychallenge	49
 payday.loanusukcanada	51
 com.arpaplus.chuckvszombies	69
 com.najiapps.joke	58
20%	88
 com.app_spinfans.layout	38
 com.absolutist.bathoryfree	87
 com.neotech.mobilemusicsampler_free	71
 com.Armsta.DrawABox	61
 com.aybben.clean_phone_speed_booster	46
 com.hearmeout	74
 com.rundavoo.android	85
 com.bottleswaiting.bottleswaiting	135
 com.psychosandwichstudios.bubblepop	63
 com.siamload.superfruitmatch	71
 com.tusappsonline.commandodefense	42
 com.companyname.Wordogo	53
 com.hiperlife_ovulationtracker	66
 revolxa.inc.thyroidtreatment	111
 com.phoenix.CasinoYatzyAdventure	50
 com.goldvip.crownit	99
 com.game.tangguo	31
 com.soma.tc	58
 com.veewo.get10s	61
 com.royal.spades	63
 com.Joeymaster.Bubblesaga	46
 apps.fortuneappsdev.stopwatchandcountdowntimer	104
 com.sensiblewallet	50
 com.app.p8636DH	45
 com.threedhouseplans.yoshistudiodev	76
 com.cryid.ims	60
 com.globus.vpn	63
 com.hunch.stockappfree	41
 com.hasnapp.bloodsugarprank.bloodsugar.sugar	42
 com.DevRecords.Planetz	60
 com.gatsu.candy.mania	46
 com.treycent.wearapp	65
 air.com.mgamey.thecuteponycare	50
 com.garagedevs.fruityloop	56
 com.ssafitness.freebuttexersiceslegsworkout	74
 com.portafolio.wekho	117
 com.reddy.basketballdude	40
 air.mobi.kidsacademy.gp.container1.free	211
 com.mgself.qiu_en2	47
 com.pozirk.RainbowFree	55
 com.studio.MagicGemBattle	43
 com.shoot.panda.pop	33
 com.newgeo.games.summatrix	45
 co.visionbooks.reader	207
 com.hiperlife_30dayfitness	48
 com.creationenterprise.life	62
 pilaf45b.GPS.Android	75
 com.shimantech.funtastic	69
 com.gofindit.dubai.sofiteldubaithepalm	88
 com.hotspotz	111
 apps.fortuneappsdev.voicerecorderhdaudiorecord	80
 com.natsoinc.menhairstyles	44
 com.apptigo.appsl.score	89
 nl.potterhof.furby.android	44
 com.borntoinvest.borntoinvest	54
 com.titantech.CleaningVirusAndroid360	53
 com.scorpionlabs.games.oliverworld	60
 com.oceaniaapps.superhero	60
 com.xavient.android.selfie123	60
 com.kris.fastbux	59
 air.SpellingBug1stGradeWordsLite	59
 com.immortal.mylabproject1	50
 air.com.zahdoo.cadie	152
 com.ltnstudios.bubblebutterflys	28
 com.sndapps.hungrydragon	31
 com.pbb	51
 com.fotobom.yourmojiapp	69
 com.chaiyaritpichan_phonenumberslocator	57
 com.killermobile.totalrecall	113
 com.smilevillage.app.memorycardvirusscanguide	65
 hr.apps.n206864288	68
 com.reverse.phone.numberlookup	72
 com.sKp.cplan	49
 com.cardiograph.vupdate	59
 com.adroitstudios.konek	52
 com.axl.rondoadventure.android.gp	66
 org.mobilegpstracker.client	65
 eu.hitb.abcplus	43
 musicmaroc.aghanimaghribia.chaabi.rap	62
 com.mathphotosolutionguide.cameramathsolverguide	81
 com.taghue	71
 com.samcinc.diycraftstep	55
 com.protools.medical_blood_sugar_prank	62
 com.slamupdated.app	143
 com.jobsearch.usa	43
 com.appsinfinite.idevicefree	83
 com.heinisblog.bearquest	61
 com.unityrealm.ChillMonkey	46
 ar.gpslivemaps	37
 com.msmapp.phonenumberlookup	60
 com.smilevillage.djmixingsoftwareguide	33
 gamedroidphone.guessthe.wwe.superstar	36
 com.viprcpnew	35
 co.good.android	99
 com.qikshare.app	66
 com.frodidev.birdsspace	39
 com.brentwatson.djmixerprodruminstrument2	42
 fr.lkstudios.crazybasketshooter	54
 com.micromovie.companion	104
 com.funnycatsoundsandnoises	50
 com.background.check.search	64
 com.baytomat	72
 com.golden.eagle	85
 air.com.ggy.princessroyalhaircuts	55
 com.razzlepuzzles.wordsearch	88
 com.msmapp.checkphonenumber	52
 com.whova.event	122
 com.ta.voicetag.main	138
 com.FalconInteractiveUK.RiseofRoboMan	39
 com.vtnetzwelt.smartervote	77
 freec.freevoicechat	48
 com.materialdesignapps.app	53
 com.sndapps.burppiano	53
 com.AnachronicDesigns.AnachronsArcade	44
 com.wi.guiddoo.angkorwat	120
 com.lbtprod.nightmotoracer	22
 com.masiro.kitchendecor	49
 com.shopbyjohninc.android	72
 com.coinspace.app	56
 free.video.textphonetablet	39
 com.tank.helicopter.attack	62
 com.moeuisfor.mwcpp01	66
 com.willy.moonberg.maze.for.kids	40
 com.ltnstudios.bubbleflowers	31
 com.voixme.onlinequizapp	42
 com.chaisanamobile.bedroomdecorideas	70
 com.benbasha.whoopeecushion	41
 com.test.your.hearing.pro	68
 com.grirraneapps.free.call.sms	55
 com.DBEnjoyGames.Mega8Lite	55
 com.msmapp.reversephonelookup	57
 com.cameronacademy.exam.pro	55
 com.nomad.zimly	80
 com.dodocase.vr	81
 sages360.lms.pub.android	36
 hisnulmuslim.hadithsunnah.duasazkar	49
 com.conduit.app_2f50f9025ec842ca927a5fef3565be45.app	60
 com.game.dentistzombie	35
 com.zach.GalaxyZ15	55
 com.metaspinner.pricepirates.android	79
 com.jtv.contv	135
 com.msmapp.pinoyfoodrecipes	49
 com.ldepaulabr.pog	45
 com.universaltvremote.sooapp	56
 com.msmapp.backgroundchecksearch	53
 apps.fortuneappsdev.spiderprankfunnyjoke	54
 com.DreamAppsAndroid.bgeraser.autobackgrounderaser	53
 com.sndapps.chickenbutton	52
 com.msmapp.cellphonetrackertips	52
 com.al3aabna.euchre	79
 com.blingby	54
 freeb.appforrunningmiles	48
 ao.livemaps	38
 com.limpidlogic.slotsboat	69
 fr.lkcorp.coffeebreak	52
 com.dsoftdeveloper.menhairstyle	44
 apps.fortuneappsdev.binocularswithzoomandflash	62
 com.oujostudio.fruitcrush	62
 com.adnfxmobile.discovery.onthelinewe	43
 com.abmobile.android.stockanalyst	67
 com.happenlabs.videopoker	62
 com.dailyyoga.slimlegs	64
 com.mb.millionaire	55
 com.day.diet.to.go.tracker	57
 com.nook99.candypopgame	56
 appinventor.ai_renzo_macedo.Luxometer_Thermometer	39
 com.hiperlife_genderpredictor	61
 com.msmapp.juicingrecipes	54
 never.slave.again.wt	49
 ar.threeheadapps.padronelectoral	35
 com.appuccino.frequencyfree	62
 apps.fortuneappsdev.funnyjokesenglish	51
 com.TicTacTOONS	42
 com.worldmotorracingclub.app	69
 es.citycardrivertycardriver	45
 com.legi.Reverse.Phone.Number.Lookup	75
 com.Wogel.wordbrains	64
 com.warriors.jetfighter	43
 air.com.mobilestudio.arm.shooting.skill	25
 com.moinqur83.luckyslot777	69
 com.weedrunner	56
 com.samcinc.eyemakeuptutorial	59
 air.com.alastaria.DiscoStack	43
 com.vita.emoticonicons	38
 com.sndapps.fartsounds	50
 pkxdelta.app	85
 com.workout.weightloss.yoga	70
 com.masiro.homeinterior	32
 com.lockpock.myapp	33
 com.msmapp.easyrecipesquickcheap	48
 com.outofbox.cecilthelion.android	58
 com.itsupa.surprisebirthdaycake	57
 com.stonehengeGames.royalJourney	56
 com.netspectrum.Ezcall	78
 com.chaisanamobile.flowerbouquetideas	103
 white.simplicity.eggGame	39
 com.white.page.search	66
 com.stgongames.popathot	46
 com.lbthouse.game4x4offroad	23
 pw.root.owl	62
 com.hillclimbgames.hillclimbrace3d	45
 com.sv.RecoverWifiPasswordWikiHowTo	44
 com.PeopleInspect	68
 com.najiapps.fr.blood.pressure.scanner.simulator.prank	85
 com.ddtkstudios.bubbleshooter	29
 com.ics.creditcardprocessing.tablet	152
 appinventor.ai_coffeematchuk.PiranhaQueen	39
 com.babyrecipes.main	54
 com.walkawin	56
 com.martinezCen.fakecall.prankcallsms_awkwardsituation	69
 cantina.dobsware.estradaovelha	44
 com.falcon.robinhood	42
 mx.mobilender	62
 com.KusamY.NumbersForKids	166
 com.thylacinestudios.siralim	151
 com.odegamez.keepinside	86
 com.sndapps.musicquiz	58
 com.GreatAppsUniverse.SolarBatteryChargerPrank.FingerBatteryChargerPrank	50
 com.smilevillage.anatomyAndphysiology	41
 ie.imobile.whereitslive	47
 org.digitalcure.ccnf.basic	63
 com.freegamesandroidmore.worldcraft3dcraftandsurvival	40
 fruit.Fruit.Legend.Mania	49
 it.microapps.bubblebust	53
 com.caarly.caarlymarketplace	72
 com.msmapp.mybestfiendsgang	58
 com.osogames.e30cityparking	58
 no.Elektronikkbutikken.LoopaCar	74
 net.chatcall	43
 freec.thevoicemobilevideo	46
 com.sercle.SercleClient	71
 com.best.photos.now	53
 com.beansprites.hiddenobjectsmaui	51
 com.zumediagames.CatsRevenge	48
 de.awesome.apps.factory.bmicalculator	43
 com.bow.arrow.target.shoot.simple.archery	65
 com.beint.allapp	79
 com.waveapplication	41
 wifi.router.passwords2015	22
 com.lidee.doudou.usa	106
 apps.fortuneappsdev.fingerliedetectorfunnyjoke	57
 com.pa.modelreleaseapp	95
 com.frankmeyeredv.vrfunfair	76
 ah.creativecodeapps.tiempo	54
 com.byte3d.pokertexas	89
 air.com.mobilestudio.punisher.shooting	50
 com.martinezCen.apps.pregnancytest.pregnancy.test.app	73
 com.ics.creditcardreader	131
 com.giftry.android	99
 de.awesome.apps.factory.voicedialer	49
 com.tfs.synchat	47
 com.phone.numbers.locator.search	69
 air.balooncs3	29
 com.mississippi.stud	43
 com.dabgaming.bingodab	83
 ch.clickon.apps.mwceasy	72
 white.simplicity.babyspanish	41
 apps.fortuneappsdev.lovecalculatorlovemeter	64
 com.mobvill.lucky_swipe	62
 freeb.runningappoutdoors	48
 com.hiperlife_workouttimer	51
 com.people.search.premium	59
 com.stitme.stitme	79
 forexsignalsfxpremiere.app_1c4caf0a128e4649a131cdb434499dd2.app	59
 com.vierra.gemwars	40
 com.martinezCen.hairclippersapp	66
 com.huzefagadi.seventh.paidsurveys	64
 org.superappsforall.prayerbook	36
 freec.smsvoice	46
 fr.lkstudios.lampetorche	52
 transfer.itunes.android.AOVFINHTAJGFVIXG	50
 com.savelgo.android	82
 net.flexmuscles.buttvideosworkoutguide	154
 com.ancient.jewelquest.pro	38
 com.sndapps.horsebutton	51
 com.makeup.contouring.top	53
 com.mixbeatsforsale.app	35
 bitsie.playmee.musicplayer.free	58
 com.trident.holybible	78
 com.O3Lab.BounceAlong	46
 com.kingapp.fingerprint.scanner.lock.screen.prank.free	25
 com.best6.pack.abs	72
 com.CellPhoneSignalBooster	42
 com.chaisanamobile.birthdaycakes	57
 com.absolutist.revengespiritfree	83
 com.brokenscreen.game.free.crackedscreen	73
 com.gazzapper.superboxboy	224
 com.forwardgame.diamondrush	33
 com.yeplive.app	81
 com.differencegames.ljcattailzgp	64
 com.lagsolution.nocall	74
 com.booleantech.ShieldMe_DS	81
 com.educren.gold.miner.goldrush	54
 com.twly.co	80
 com.mattysoft.livewallpaper.tokyoNightLWP	138
 com.royalcactus.sleepywings	75
 org.appdevgroup.kidsmemorygame	48
 bunnybrown.gps.satellitenavigation	65
 com.kofeystudio.musicplayer	34
 com.sedo.numberland	86
 com.vapp.parking	31
 com.absolutist.mysteriesneverville	62
 com.magictrick11.app	56
 com.menhairstyles.yoshistudiodev	64
 topringtones2015.latestmelodies.newestphonetones	48
 co.superduck.mos	34
 com.partypic.partypic	62
 com.iss.classadlister	80
 com.DevelopmentInnovationLLC.SuperDashRun	47
 net.shopontop	132
 com.study.copter	58
 com.fastandserious.firefightermountainclimb	56
 com.day.squat.challenge.workout	47
 com.Phone.Number.Search.app	58
 com.cell.phone.lookup	66
 com.pocktgames.bulldogpetdog	50
 white.simplicity.babyabcbengalibengali	39
 com.tw.bikeracing3d	53
 com.racinggame.driftcarracing	43
 com.perceptech.shortrandomworkoutfree	48
 com.motel.iphone	59
 com.mzdevelopment.simpleunitconverter	40
 air.com.yoambulante.mrludo	77
 com.educren.bubblesshootersagagame	51
 com.bestfishinggames.fishing3d	79
 radiodemoda.ecuador	42
 mobi.playandlearn.english	92
 com.six.pack.abs.workout.pro	70
 com.uddinapps.remote.control	53
 arab.apps.dog.whistle.pro	60
 com.spamzoom	81
 com.key2.predictor	53
 com.wibblerapp.wibbler	61
 info.lamatricexiste.networksearch	62
 com.binko.googlekeno815	61
 me.samba.app	66
 com.sndapps.dogpiano	44
 com.dragonflyapps.plumber	45
 com.nanzy.photoretouchskintechnique	42
 com.dailyyoga.prenatalyoga	70
 org.microemu.android.com.planarsoft.mobile.train.InitFree	85
 com.chaisanamobile.gardendesign	65
 air.com.pozirk.allinonemahjong2	41
 com.gainscasino.vegas.wheel.slots.progressive	41
 com.venninteractive.vhs	76
 com.certifiedsoftwareservices.philsfishin	57
 com.reverse.cell.phone.lookup.guide	70
 home.workout.routines	61
 com.gainscasino.zeus.slots.free	48
